publication-number,draft-number,reviewed-by,issuance-authority,canonical-location,title,date-issued,date-expired
3,4,-,§3.2 SRC SP1,https://github.com/lcs-project/governance-and-membership/blob/main/drafts/LCSD4.md,Hardware and Technology,2024-05-17,2024-11-17
